



3.50000e+000	3.90000e+000	0.00000e+000	4.10188e-005

<<<<<<< HEAD
4.50000e+000	3.70000e+000	4.08723e-003	-1.63489e-004
4.50000e+000	4.10000e+000	4.23222e-003	1.69289e-004

5.50000e+000	3.50000e+000	3.45997e-003	-1.38399e-004
5.50000e+000	4.30000e+000	3.52017e-003	1.40807e-004

6.50000e+000	3.30000e+000	3.34860e-003	-1.33944e-004
6.50000e+000	4.50000e+000	3.37737e-003	1.35095e-004

7.50000e+000	3.10000e+000	6.42556e-003	-3.42982e-005
7.50000e+000	4.70000e+000	6.38948e-003	3.53380e-005

8.50000e+000	3.10000e+000	5.66664e-003	-1.14939e-005
8.50000e+000	4.70000e+000	5.57693e-003	1.20457e-005

9.50000e+000	3.10000e+000	5.52588e-003	-5.33438e-006
9.50000e+000	4.70000e+000	5.40179e-003	7.78735e-009

1.05000e+001	3.10000e+000	5.55746e-003	-1.33518e-009
1.05000e+001	4.70000e+000	5.40871e-003	1.67639e-009

1.15000e+001	3.10000e+000	5.95720e-003	1.68477e-005
1.15000e+001	4.70000e+000	5.78889e-003	-1.64276e-005

1.25000e+001	3.10000e+000	0.00000e+000	8.82631e-004
1.25000e+001	3.30000e+000	0.00000e+000	6.88605e-004
1.25000e+001	3.50000e+000	0.00000e+000	4.17256e-004
1.25000e+001	3.70000e+000	0.00000e+000	1.96699e-004
1.25000e+001	3.90000e+000	0.00000e+000	1.14424e-009
1.25000e+001	4.10000e+000	0.00000e+000	-1.93893e-004
1.25000e+001	4.30000e+000	0.00000e+000	-4.11076e-004
1.25000e+001	4.50000e+000	0.00000e+000	-6.76328e-004
1.25000e+001	4.70000e+000	0.00000e+000	-8.65365e-004
=======
4.50000e+000	3.70000e+000	1.76127e-003	-7.04508e-005
4.50000e+000	4.10000e+000	1.79125e-003	7.16502e-005

5.50000e+000	3.50000e+000	1.44412e-003	-5.77649e-005
5.50000e+000	4.30000e+000	1.44623e-003	5.78492e-005

6.50000e+000	3.30000e+000	1.37684e-003	-5.50736e-005
6.50000e+000	4.50000e+000	1.37054e-003	5.48215e-005

7.50000e+000	3.10000e+000	2.50025e-003	-2.87141e-005
7.50000e+000	4.70000e+000	2.47489e-003	2.85996e-005

8.50000e+000	3.10000e+000	1.39283e-003	-4.09261e-006
8.50000e+000	4.70000e+000	1.37406e-003	3.99845e-006

9.50000e+000	3.10000e+000	1.33020e-003	2.59236e-008
9.50000e+000	4.70000e+000	1.31454e-003	-2.62423e-008

1.05000e+001	3.10000e+000	1.52695e-003	3.21385e-006
1.05000e+001	4.70000e+000	1.51041e-003	-3.23682e-006

1.15000e+001	3.10000e+000	1.89161e-003	7.62433e-006
1.15000e+001	4.70000e+000	1.87677e-003	-7.71120e-006

1.25000e+001	3.10000e+000	2.15547e-003	5.44766e-005
1.25000e+001	4.70000e+000	2.14347e-003	-5.51419e-005
>>>>>>> e9a6a02ccc1272f667bc1a480e1686b82a3934d1









