0.00000e+000	0.00000e+000	1.00000e+000
0.00000e+000	1.00000e-001	1.00000e+000
0.00000e+000	3.00000e-001	1.00000e+000
0.00000e+000	5.00000e-001	1.00000e+000
0.00000e+000	7.00000e-001	1.00000e+000
0.00000e+000	9.00000e-001	1.00000e+000
0.00000e+000	1.10000e+000	1.00000e+000
0.00000e+000	1.30000e+000	1.00000e+000
0.00000e+000	1.50000e+000	1.00000e+000
0.00000e+000	1.70000e+000	1.00000e+000
0.00000e+000	1.90000e+000	1.00000e+000
0.00000e+000	2.10000e+000	1.00000e+000
0.00000e+000	2.30000e+000	1.00000e+000
0.00000e+000	2.50000e+000	1.00000e+000
0.00000e+000	2.70000e+000	1.00000e+000
0.00000e+000	2.90000e+000	1.00000e+000
0.00000e+000	3.10000e+000	1.00000e+000
0.00000e+000	3.30000e+000	1.00000e+000
0.00000e+000	3.50000e+000	1.00000e+000
0.00000e+000	3.70000e+000	1.00000e+000
0.00000e+000	3.90000e+000	1.00000e+000
0.00000e+000	4.10000e+000	1.00000e+000
0.00000e+000	4.30000e+000	1.00000e+000
0.00000e+000	4.50000e+000	1.00000e+000
0.00000e+000	4.70000e+000	1.00000e+000
0.00000e+000	4.90000e+000	1.00000e+000
0.00000e+000	5.10000e+000	1.00000e+000
0.00000e+000	5.30000e+000	1.00000e+000
0.00000e+000	5.50000e+000	1.00000e+000
0.00000e+000	5.70000e+000	1.00000e+000
0.00000e+000	5.90000e+000	1.00000e+000
0.00000e+000	6.10000e+000	1.00000e+000
0.00000e+000	6.30000e+000	1.00000e+000
0.00000e+000	6.50000e+000	1.00000e+000
0.00000e+000	6.70000e+000	1.00000e+000
0.00000e+000	6.90000e+000	1.00000e+000
0.00000e+000	7.10000e+000	1.00000e+000
0.00000e+000	7.30000e+000	1.00000e+000
0.00000e+000	7.50000e+000	1.00000e+000
0.00000e+000	7.70000e+000	1.00000e+000
0.00000e+000	7.90000e+000	1.00000e+000
0.00000e+000	8.00000e+000	1.00000e+000

1.00000e+000	0.00000e+000	1.00580e+000
1.00000e+000	1.00000e-001	1.00580e+000
1.00000e+000	3.00000e-001	1.00569e+000
1.00000e+000	5.00000e-001	1.00549e+000
1.00000e+000	7.00000e-001	1.00518e+000
1.00000e+000	9.00000e-001	1.00476e+000
1.00000e+000	1.10000e+000	1.00423e+000
1.00000e+000	1.30000e+000	1.00359e+000
1.00000e+000	1.50000e+000	1.00283e+000
1.00000e+000	1.70000e+000	1.00195e+000
1.00000e+000	1.90000e+000	1.00096e+000
1.00000e+000	2.10000e+000	9.99859e-001
1.00000e+000	2.30000e+000	9.98666e-001
1.00000e+000	2.50000e+000	9.97402e-001
1.00000e+000	2.70000e+000	9.96103e-001
1.00000e+000	2.90000e+000	9.94814e-001
1.00000e+000	3.10000e+000	9.93597e-001
1.00000e+000	3.30000e+000	9.92525e-001
1.00000e+000	3.50000e+000	9.91680e-001
1.00000e+000	3.70000e+000	9.91145e-001
1.00000e+000	3.90000e+000	9.90987e-001
1.00000e+000	4.10000e+000	9.91232e-001
1.00000e+000	4.30000e+000	9.91850e-001
1.00000e+000	4.50000e+000	9.92771e-001
1.00000e+000	4.70000e+000	9.93912e-001
1.00000e+000	4.90000e+000	9.95188e-001
1.00000e+000	5.10000e+000	9.96527e-001
1.00000e+000	5.30000e+000	9.97867e-001
1.00000e+000	5.50000e+000	9.99163e-001
1.00000e+000	5.70000e+000	1.00038e+000
1.00000e+000	5.90000e+000	1.00150e+000
1.00000e+000	6.10000e+000	1.00251e+000
1.00000e+000	6.30000e+000	1.00341e+000
1.00000e+000	6.50000e+000	1.00419e+000
1.00000e+000	6.70000e+000	1.00485e+000
1.00000e+000	6.90000e+000	1.00541e+000
1.00000e+000	7.10000e+000	1.00587e+000
1.00000e+000	7.30000e+000	1.00622e+000
1.00000e+000	7.50000e+000	1.00648e+000
1.00000e+000	7.70000e+000	1.00666e+000
1.00000e+000	7.90000e+000	1.00674e+000
1.00000e+000	8.00000e+000	1.00674e+000

2.00000e+000	0.00000e+000	1.02000e+000
2.00000e+000	1.00000e-001	1.02000e+000
2.00000e+000	3.00000e-001	1.01972e+000
2.00000e+000	5.00000e-001	1.01915e+000
2.00000e+000	7.00000e-001	1.01828e+000
2.00000e+000	9.00000e-001	1.01709e+000
2.00000e+000	1.10000e+000	1.01556e+000
2.00000e+000	1.30000e+000	1.01366e+000
2.00000e+000	1.50000e+000	1.01136e+000
2.00000e+000	1.70000e+000	1.00863e+000
2.00000e+000	1.90000e+000	1.00545e+000
2.00000e+000	2.10000e+000	1.00178e+000
2.00000e+000	2.30000e+000	9.97623e-001
2.00000e+000	2.50000e+000	9.92997e-001
2.00000e+000	2.70000e+000	9.87961e-001
2.00000e+000	2.90000e+000	9.82633e-001
2.00000e+000	3.10000e+000	9.77213e-001
2.00000e+000	3.30000e+000	9.72012e-001
2.00000e+000	3.50000e+000	9.67485e-001
2.00000e+000	3.70000e+000	9.64263e-001
2.00000e+000	3.90000e+000	9.63119e-001
2.00000e+000	4.10000e+000	9.64584e-001
2.00000e+000	4.30000e+000	9.68103e-001
2.00000e+000	4.50000e+000	9.72896e-001
2.00000e+000	4.70000e+000	9.78326e-001
2.00000e+000	4.90000e+000	9.83928e-001
2.00000e+000	5.10000e+000	9.89399e-001
2.00000e+000	5.30000e+000	9.94541e-001
2.00000e+000	5.50000e+000	9.99237e-001
2.00000e+000	5.70000e+000	1.00343e+000
2.00000e+000	5.90000e+000	1.00712e+000
2.00000e+000	6.10000e+000	1.01031e+000
2.00000e+000	6.30000e+000	1.01305e+000
2.00000e+000	6.50000e+000	1.01535e+000
2.00000e+000	6.70000e+000	1.01728e+000
2.00000e+000	6.90000e+000	1.01885e+000
2.00000e+000	7.10000e+000	1.02010e+000
2.00000e+000	7.30000e+000	1.02107e+000
2.00000e+000	7.50000e+000	1.02177e+000
2.00000e+000	7.70000e+000	1.02223e+000
2.00000e+000	7.90000e+000	1.02246e+000
2.00000e+000	8.00000e+000	1.02246e+000

3.00000e+000	0.00000e+000	1.04725e+000
3.00000e+000	1.00000e-001	1.04725e+000
3.00000e+000	3.00000e-001	1.04683e+000
3.00000e+000	5.00000e-001	1.04597e+000
3.00000e+000	7.00000e-001	1.04464e+000
3.00000e+000	9.00000e-001	1.04279e+000
3.00000e+000	1.10000e+000	1.04035e+000
3.00000e+000	1.30000e+000	1.03725e+000
3.00000e+000	1.50000e+000	1.03332e+000
3.00000e+000	1.70000e+000	1.02846e+000
3.00000e+000	1.90000e+000	1.02251e+000
3.00000e+000	2.10000e+000	1.01522e+000
3.00000e+000	2.30000e+000	1.00632e+000
3.00000e+000	2.50000e+000	9.95523e-001
3.00000e+000	2.70000e+000	9.82537e-001
3.00000e+000	2.90000e+000	9.67065e-001
3.00000e+000	3.10000e+000	9.48812e-001
3.00000e+000	3.30000e+000	9.27621e-001
3.00000e+000	3.50000e+000	9.03745e-001
3.00000e+000	3.70000e+000	8.78441e-001
3.00000e+000	3.90000e+000	8.61313e-001
3.00000e+000	4.10000e+000	8.79625e-001
3.00000e+000	4.30000e+000	9.05539e-001
3.00000e+000	4.50000e+000	9.30180e-001
3.00000e+000	4.70000e+000	9.51966e-001
3.00000e+000	4.90000e+000	9.70605e-001
3.00000e+000	5.10000e+000	9.86272e-001
3.00000e+000	5.30000e+000	9.99311e-001
3.00000e+000	5.50000e+000	1.01008e+000
3.00000e+000	5.70000e+000	1.01889e+000
3.00000e+000	5.90000e+000	1.02605e+000
3.00000e+000	6.10000e+000	1.03185e+000
3.00000e+000	6.30000e+000	1.03654e+000
3.00000e+000	6.50000e+000	1.04031e+000
3.00000e+000	6.70000e+000	1.04333e+000
3.00000e+000	6.90000e+000	1.04569e+000
3.00000e+000	7.10000e+000	1.04754e+000
